E5RGB3,P47897-1
C9J9W2,M0QXR4
P61964,Q03933-1
Q8IYX7,Q99471-1
Q5T686,Q9NPB3-1
O95751,Q8WWY3-1
P35711-4,Q12933-1
P07602-1,Q92624
Q13323,Q9Y282-1
O94929-2,Q8NEC5
Q5TA79,Q6UY14-1
A0A0C4DGE8,Q7L273
P09105,P68871
O95470,Q5BJF2
Q8NC69,Q9UJX2-1
O75815-1,O95995-1
O14503,Q8IUC2
G5E962,Q8N131-1
P26371,Q9NUL5-4
Q8N1B4-1,Q96GS4
Q7L775,Q8N1B4-1
O95870-1,Q8TDT2
O95817,Q86WV8
Q5JR59-3,Q8TBZ8
P60371,Q9UGY1
Q9P2M4-1,Q9UBU9-1
Q7Z5V6-2,Q9BYR8
O43741-1,Q6PI77
Q96HH9-1,Q96HH9-1
Q9UGY1,Q9UGY1
Q494U1-3,Q8IUG1
Q01850,Q9BVG8-5
O43169,Q8TBE3
Q13515,Q6QNY1-2
B8A4K4,Q9BRR9-2
Q63HR2-5,Q8IZ63
O14684,O15155-1
Q86T90-1,Q9H4E7
O14561,Q86UR1-2
O00505,P45984-1
Q5JXX7,Q6UX34
Q8TDQ4,Q8WWF3
Q53HV7-2,Q9NQB0-6
P60329,Q5T753
P54646,Q9NYB9-2
O95214-1,Q9HDC5
Q5JR59-3,Q5T619
P40937-1,Q99598
Q13077-1,Q9BVL2-1
P52815,Q13185
Q8TAU3-1,Q9Y2V7-1
A8MUN0,Q12837-1
Q8N0S2-1,Q99757
Q14585,Q15287-1
A6NLX3,Q9NVG8-1
Q96PN8,Q9BYV2-1
O95393,P32971
O00291-1,Q96M91
A8MW99,O15160-1
O75525-1,Q3SY00-1
O95674-1,Q7Z7G2
Q8TAV5,Q9H4M3-2
Q07002-2,Q7Z4V0-1
P42681,S4R3B8
Q8N9W6-1,Q96HR8-1
B8A4K4,Q96LM5
J3KQ12,Q13021
P78358-1,Q5T5Y3-3
Q08117-2,Q96C55
P04553,P49760-1
O75031-1,Q8ND83-2
O60678,P15880
P52803,Q96HJ5-1
Q53EP0-3,Q8WWY6
P11912-1,Q9UHJ9-1
Q5JST6-1,Q7L5A3-1
Q719H9,Q8TBB1-1
Q08117-2,Q96MX3
Q96HH9-1,Q96IW7
Q16363-3,Q5QGT7
O95995-1,Q6PI77
P30273,Q96GQ5-1
Q99750,Q9GZV7
Q86UY5-1,Q96CN9
P26045-1,Q9NNW5
H0YKB7,Q9H3K6
A2A2V5,P48051
O95231,Q9BQY4
Q13077-1,Q99618
Q3SY46,Q86UW9-1
O00767,Q3MIR4
Q8TBE0-1,Q9BRK4
P25800-1,P61758
Q14416,Q8IWU4-2
Q6PEW1,Q96GQ5-1
Q8TBE3,Q9BXN2-7
O95214-1,Q9UBY5
B2RUZ4,Q6ZSS7
Q5T4F4-7,Q8IWU4-2
Q9NY72,Q9P0L0-1
Q8IX15-1,Q9UH73-1
Q8TAF8,Q9NWD8-1
Q86WK6,Q8IY26
Q96IV0-1,Q9UMX0-1
Q15077,Q9BYR9
Q58EX7-1,Q9H6L4-1
O76014,Q9ULV5-2
H7C4R2,Q8IYE1
P29033,Q5JXX7
O95872,P14373-1
A0A087WZ82,Q9H2K0
P24592,Q8IYX3-2
Q8NHQ1-1,Q9NQZ2
Q0VD86-1,Q8N6N6
Q5T4B2-2,Q9BVV2
B2RUY7-1,B8A4K4
Q7Z3S9-1,Q92608-1
Q15125,Q96MV1
Q3LI66,Q8WU79-1
Q8N9N8,Q8TBB1-1
P13807-1,Q6ZNG0-1
Q3LI59,Q99932-2
P12035,Q9NZC7-5
Q13520,Q6PL45-2
O14653-1,Q96FA3
P60410,Q8IUC1
P86478,Q14774
O95563,Q53QW1
Q13114-1,Q9BXL5
P10276-1,P13056-2
A0A096LP21,P41227-1
Q8NA61-2,Q99909-1
P36406-1,Q05516-1
O43186,Q9NP98
P56279,Q86VP1-1
O95363,Q8N720-1
Q86UW9-1,Q9NXW9-1
Q13895,Q14142-1
Q8IWU4-2,Q9BSR8
O60711-1,Q494U1-3
P25942-1,Q5J5C9
P61956-1,Q9P0U3-1
P60328,Q92570-1
Q5T7W0-2,Q96HA8-1
Q7Z3Y8,Q9P0T4
P62995-1,Q9BRL6-1
Q86X19,Q9UHA2
Q7Z2E3-7,Q9UL41
Q3KNW5,Q8NG98
P0CB47,Q6IEY1
P10276-1,Q96EZ8-1
M0QXR4,P09234
P50222,Q68D86-1
O95429-1,P54652
P15884-3,P41134-1
P28335,Q9NUM3-1
Q53EZ4-1,Q99816-1
Q9H190-1,Q9NX58
Q53FD0-2,Q9HC98-1
Q13064,Q9NU63-3
Q6PF18-1,Q8TDC0-1
Q86W74-2,Q9GZY8-5
Q13115-1,Q96N21-1
B8A4K4,O95872
Q6L8G9,Q86VE0
Q12972-2,Q92624
Q5T751,Q9BYR5
O14633,P60411-1
P47897-1,P50570-1
Q68CQ4,Q8NHQ1-1
A0A087WXN0,B8A4K4
Q3LI66,Q96A09
O75379-1,Q5T700-1
P78424-1,Q8NAX2
Q0VD86-1,Q14525
Q96D09,Q9Y2K6
Q08426-1,Q8IV36-1
Q86YD7,Q96B26
Q07627,Q9P0T4
O94868-3,Q92625-1
O15552,Q969S6
Q7L5N7-1,Q9Y282-1
O00560-1,Q8NC69
P14151-2,Q9BRI3-1
Q92764,Q9H0I2-1
O43184-2,Q8IUG1
O95295,Q9UPT5-1
P61204-1,Q8TBB1-1
A0PK00,O14880
Q86U28-1,Q9H4P4-1
H3BS42,Q5T619
P55081,Q96JM7-2
O43829,Q00536-1
A0A087WU67,Q99750
P0CG20,Q99471-1
P41743,P50222
Q63ZY3-1,Q9HCD5
Q92608-1,Q9BYR6
O14770-4,Q13352-1
Q6ZVE7,Q9P0B6
Q8WWY7,Q92504
Q5JXX7,Q86Y82
O14880,P30301
O75593,Q8IZ63
Q5TA78,Q5TA78
Q9BTX3-1,Q9H6H4-1
Q7Z5V6-2,Q8ND83-2
Q96IV6-1,Q99675
O75525-1,P98179
Q3B820-1,Q96GM5-1
P29033,Q8N6K0
Q86VV4-1,Q9UJV3-2
P43360,Q8N4L8-1
Q16610-1,Q9Y223-1
Q8N661,Q9NZ43-1
Q9GZY8-5,Q9Y228-1
P56880,Q86W74-2
O75530-2,Q92800-1
O43790,Q3V5L5-5
P48788-1,Q5VUJ9-2
P61018-1,Q9H3K6
A2VCK2,Q6ZN55-1
O43482,Q8N4B1-1
P15408-1,P17275
P31937,Q6RW13-2
Q6A162,Q8IYR0
Q6QAJ8-1,Q9NUH8-1
A0A087WZP6,Q5T7P2
P60329,Q8NA54-1
Q16543,Q9H2G9-1
Q12933-1,Q86UR1-2
O75431-1,Q9BXJ5
P55040,Q4VC12-1
A6NEM1-1,Q9GZT3-1
P01375,Q8N386
P38159-1,Q96AH0-1
P04183,Q9H3K6
Q8N720-1,Q9BXS5-1
O00560-1,Q9Y605
Q6UWV6,Q9BYV9
Q7Z3S9-1,Q8N393-1
P13646-1,P17661
Q13285,Q8WW24
O75425-1,Q8TBE3
Q13137-1,Q86YD7
O95848,Q96N21-1
Q96ED9-2,Q96MX3
P26951-1,Q8N2H4-1
P61165,Q9Y5U9
Q13077-1,Q8TBZ5
Q8N8B7-1,Q9H4L5-1
B0QYN7,Q96HR8-1
Q5T754,Q96HA8-1
O00767,Q9BY50
P15622-3,Q68EA5
P36955,Q96EQ0
Q04941-1,Q8TDV0
Q96S97,Q9Y282-1
O43251-10,P31943
Q3KNW5,Q5RI15-1
O95678,Q13077-1
Q8N8B7-1,Q9UGI0
A0A024RAC6,P51114-2
P50402,Q0VD86-1
P36021,Q9BRI3-1
B8A4K4,Q9ULS6
O76015,Q14CN4-1
Q9UHP6,Q9Y250-1
P08631-2,Q07627
P32242,Q16348-1
O95295,P08779
P86478,Q9Y5V3-1
P04233-2,Q9Y6X1
O75712,P24593
Q5T5P2-6,Q8IZP0-5
P11686,P26715-1
Q969L2,Q9UBD0
O15552,Q6N075-1
O43186,O75593
O43623,P68400-1
O43439-4,Q52LG2
O95470,Q8NHW4-1
O95872,P59991
Q96HJ5-1,Q9UKR5
P25800-1,Q15293-1
Q3LI67,Q9Y272-1
B0QYN7,Q5T754
O60684,Q86XJ5
O43809,Q8WXF1-2
Q16719-2,Q9NVL1-2
O15160-1,Q8IXW7
O15173-1,O95159
Q3KNW5,Q9NYZ1
P43628-1,P50402
O75382-1,Q5U045
Q3B8N2-1,Q96HA8-1
Q8IVT2,Q9H2G9-1
Q8N684-1,Q9H6L4-1
P78424-1,Q13952-2
A0A1B0GTW0,Q14802-1
P49447-1,Q9NP94-1
Q5T753,Q9BYS1
Q6WN34-2,Q8N9N5-2
Q68D86-1,V9GYD1
O75355-2,Q5JX71
Q9H8S9-1,Q9UKD1
O75865-2,Q5T6F2-1
Q8TAP4-1,Q9NRD5-1
Q9NVR0,Q9UHD9
P62995-1,Q01081-1
O15552,Q9NTJ5-1
P11215-1,Q5JXX7
O95562,P40426-5
O75396,P32856-2
P18031,Q96HV5
Q86VP1-1,Q9NWS9-2
Q13077-1,Q9UII6-1
Q9BYV2-1,Q9HC98-1
O75425-1,Q9NR31-1
O95279,Q8N2U9-1
O43482,Q2WGJ6
Q9H2F3-1,Q9NYG5-2
Q8TAD8,Q92997-1
E5RGB3,Q3V5L5-5
P38484,Q53HI1
Q96DT7-3,Q96IZ5-1
A6NEM1-1,Q8N8B7-1
Q15415-1,Q9NRW3
Q8N661,Q9Y624-1
P20933,Q8IUG1
O00204-1,Q6ZNH5
Q13277-1,Q96TC7-1
O95985-1,P15622-3
O95872,P61758
Q13064,Q96A09
P62851,Q8IX15-1
Q14145,Q92625-1
P32969,Q86WC6
Q5SWH9,Q9NUH8-1
C9JFF0,P78358-1
O43597,P57075-2
O60784-2,Q15038-1
P19012-1,Q7Z794
Q9NQ48-1,Q9NRD5-1
A6NEM1-1,Q9P2J8-1
Q99750,Q9Y223-1
P50222,Q96BY2
Q07627,Q8NEC5
Q2TAC2-2,Q9H707
P49247,Q8TBB1-1
P61968,Q7Z5V6-2
Q7L775,Q9NRG1-1
A2RU14,Q6PL24
Q8IUG1,Q96SQ5-1
O95678,P13646-1
P30086,Q9NRD5-1
A0A075B739,Q9UL41
Q8WUW1-1,Q9Y605
P11836-1,P54219-3
Q05516-1,Q8N720-1
Q6RW13-2,Q99757
O75031-1,Q9BTL4
Q13227-1,Q9UBB9-1
P43357,Q9Y333
P52597,Q5T749
F6XHT0,Q14973
Q96HA1-2,Q9NSC5-1
A0A0A0MQT4,Q969G2
O15160-1,Q9UFW8
P09067,P60410
Q15125,Q9Y385
O95870-1,Q6P5T0
O00506-1,O95273-1
Q8WWF3,Q96FZ5-1
O95159,Q5JX71
Q15842,Q9NV12
O75293,Q92600-3
P04264,P08727
Q3SXY8-1,Q96E93-1
P19012-1,Q8WWY3-1
Q15836,Q8WZ55
P02533,P57075-2
Q9P2A4-1,Q9UI08-2
Q5T7P8-2,Q9BVG8-5
Q13571,Q5QGT7
O14964-1,Q7Z3Z0
A8K8V0-1,O76013-2
A0A0C4DFQ0,P52179-2
Q6NTF9-3,Q9Y3Q0-1
Q6PF18-1,Q9H788-1
Q9HC98-1,Q9NYW8-1
P50222,Q7Z7C7
Q96EC8-1,Q96Q45-2
Q08AM6-1,Q6NVU6
Q5T6C5,Q8N9N5-2
H3BLU1,P36873-1
P56557,Q8TAF8
P67936-1,Q86XJ5
Q5T6S3-1,Q9UGI0
A6NLX3,Q00535-1
Q9BSR8,Q9Y282-1
O60506-3,Q99873-4
P32856-2,Q15836
Q96G42,Q96K80
Q6NYC8-1,Q8N0Z2
O95159,Q99675
P60201-2,Q6ZMD2-1
Q86VS8,Q96PV4
Q13643,Q9UMQ3
Q6PI77,Q99757
Q86YD7,Q9P2M1-1
O14964-1,Q8N6F8
O00154-4,Q15038-1
P43897-1,Q8NHQ1-1
Q53GL0-1,Q9H115-1
P78358-1,Q8TD31-1
P54849-1,Q8WVV5-1
Q6ICL7-1,Q9UKG4
Q8TBB6,Q9ULC5-1
O95872,Q5T409
P51813,Q16825
O95070,Q9NQQ7-1
Q5VVH5,Q9Y2K6
O15155-1,Q9Y320-1
P08195-2,Q9UPY5
P18848,Q86UD0
Q16527,Q9Y2V7-1
Q15293-1,Q8TAP4-1
O00194,Q9UNE2-1
Q7Z5V6-2,Q9Y2V7-1
P50402,Q9Y320-1
Q9BZJ8,Q9NY35-1
P37198,P51687
P0CI26,P0CW19-1
P86478,Q13952-2
O95980,P17568
Q96N21-1,Q9UEG4
Q16617,Q6PEY1
P35520-1,Q9UJ78-2
P45984-1,Q8IYX7
P48165,Q8N661
A0A087WTN8,Q9C0B1-2
P59991,Q9P2J8-1
O95159,Q8NC24
Q8IVJ1,Q96P66
P07686,Q96KR6
P17027-1,Q5TD97
Q8TAF8,Q9Y4D2
Q32MN6,Q6NT76-1
O15393-1,O95159
P07498,Q3V5L5-5
P52803,Q96Q45-2
O43639,P14373-1
P29033,Q8TAF8
Q8NI60-1,Q96HJ3-2
Q8N1G0-1,Q9H2G4
P53990-3,Q9HD42-1
Q8WW34-2,Q9NX40-1
P17020,Q9NP64-1
Q7L2Z9,Q9BRV8-1
Q8IUC0,Q9BYJ9-1
Q14141-1,Q8NDC4-1
Q5BKT4,Q9BSE4
O43561-2,P19397
A2RU14,O43653
A0A087X279,P50222
O15173-1,P01031
Q6L8H4,Q8N339
P37231-2,Q8NFM4-1
Q01453,Q96BA8-1
Q86XE0-1,Q9UBB9-1
Q16204,Q9P127-1
Q8N0S2-1,Q99816-1
P52815,Q15014
A0A0C4DFT7,Q96Q45-2
A8KAH6,Q6AI39
Q8N1N4-1,Q92764
Q9BQE5,Q9NVV5-2
O75638,P49901
A0A087WXA6,Q5T409
P50995-1,Q96AE4-2
Q7Z3Y8,Q8TD31-1
Q16654,Q9H8W4
Q8N5J2-1,Q96IK5
P02808-1,Q96P31-6
Q04864-2,Q8WYK0-1
P55056,Q9NUH8-1
O95183,Q4KMG9-1
P0C7H8,P25490
Q8N5G2-1,Q8N720-1
Q96FZ5-1,Q9GZR5
Q7Z699,Q96MH2
P60409,Q8TBZ8
O14880,Q9NRQ5
Q6P2D0-1,Q9H2G4
P09601,Q9Y282-1
Q6ZRY4-1,Q96LM6
O76083-2,Q96FC7-2
Q16348-1,Q9H2X0-1
P27105-1,Q9P0S3
Q9NRD5-1,Q9Y250-1
P14373-1,Q96FJ0-1
O95199-1,O95363
Q8NHW4-1,Q9GZR5
Q5T749,Q96NT3-2
P17020,Q9NVQ4-1
P10074,Q96EG3
Q8N6Y0-1,Q9NV31
Q3SY00-1,Q6PI77
Q6ZRY4-1,Q8N9W6-1
Q7LBR1,Q9NRD5-1
Q8NHQ1-1,Q9ULW3
P51451,Q8N5R6-4
P38919,Q9NRD5-1
Q15038-1,Q6ZSC3
Q08117-2,Q3LI66
O43482,Q8NFW9-1
Q8N5M9,Q9Y6X1
P0CG21,Q96D03
O43189-1,Q5T686
Q96HP4,Q96L46
Q8TAF8,Q9Y342
Q63ZY3-1,Q8N6Y0-1
P62487,Q9UJX0-2
Q8IUC0,Q9H6L4-1
Q8IWU4-2,Q96TC7-1
A0A087WXA6,Q8N715
Q5W5X9-3,Q8N7B9-1
P15336-1,P15408-1
A0A1B0GWI1,Q96KN3-1
Q70EL1-9,Q96A09
P50222,Q96DZ9-2
Q5VYK3,Q96DZ9-2
P21580,P21580
A2A2Y4-1,Q5VZY2-1
P40222,Q86T90-1
A8MUN0,Q5T753
P54315-1,Q3KNW5
Q8WWP7,Q9NUH8-1
P49639,Q8IZD9
P05090,Q8TED1
P10073,Q86X02
P17482,Q5TD97
P86481,Q8IUQ4-2
Q13515,Q86X02
P15884-3,P51800-3
Q7Z3B4-1,Q9BT92
Q6ZSJ9-1,Q8TAP4-1
Q5SR56-1,Q8N6R1
Q7Z6G3-2,Q86VE0
O76011,Q14533
P25791-1,Q9UJC3-1
Q13586-1,Q9UI14
O75593,Q7Z419-1
O75031-1,Q9Y2K6
O43186,Q2TAL8
O76024,Q13520
O95870-1,Q9NPE6
P31321,Q86VK4-3
Q13520,Q86Y82
I3L0A0,Q5JX71
A8MV81,Q5JXX7
P30536-1,Q96BA8-1
O76011,P07510-2
P60981-1,Q86VP1-1
O75928-2,Q7Z6I8-1
P80188-1,Q86Y79
Q8TBE1,Q9H7M9
P11686,P38484
Q15669,Q8NA54-1
Q16563-1,Q8N0V3-1
P61289-1,P61289-1
O95070,Q9BRK0-1
P51808,Q8WU43
A6NEM1-1,P29597
P49910,Q9UJV3-2
O14493,Q8NBJ4-1
Q8IZ57,Q9Y5Y7
A0A2H2FF08,Q9Y2K6
P09619-1,P60328
P17023-1,P25791-1
Q96H20-1,Q9NW38-1
P15153,P53365-1
Q9BQ66,Q9UGL9
Q7Z5P4-1,Q9Y320-1
Q86T90-1,Q96MY7-2
Q9H0A9-2,Q9NPB3-1
Q08426-1,Q8N5K1
H0YA46,Q13444-2
P36406-1,Q9Y2P0
P08670,Q8NI38-1
P46379-2,Q6UX39-1
P13196-1,Q9Y473
Q6P1W5-2,Q9UQM7-1
Q8WV19,Q9NR28-1
O14544,Q9NX04-1
Q07002-2,Q8NA61-2
O14519-1,Q96HA8-1
O14777,Q6ZNE9-2
P00387-1,Q8TDT2
P02100,P09105
Q5T749,Q86X60-2
P23497-2,P23497-2
A0A2H2FF08,Q8N8B7-1
H7BZ61,P19474-1
Q2TBE0-1,Q9UGI0
P78383-2,Q13113
P60328,Q13875-3
O95183,Q13190-2
Q15561-2,Q5JR59-3
O95886,Q15700-1
O00167-2,Q15475
Q8TD31-1,Q96IZ5-1
Q4VCS5-2,Q5RL73-1
Q01974,Q3LI66
P51523,Q5MJ10
Q96IW7,Q9UJ71
P17152,P32243-2
Q92569-1,Q96JM7-2
B2RUZ4,Q96KR6
Q13952-2,Q9BRG6
A0A0J9YW04,Q9H5J0
Q9Y2B5-1,Q9Y2B5-1
O75603,P49639
Q969R2-2,Q9NRD5-1
P78317-1,Q9BS40
Q15041-1,Q9ULP0-2
Q6UVW9-1,Q8N6K0
Q9H0I2-1,Q9UPV9-2
P31273,Q9UDW3
Q8IXL7-2,Q8WXK3-2
P21964-1,Q9P0S9
P43628-1,Q07325
Q8N4L8-1,Q9BQD7
Q3LI67,Q5TA79
Q96N21-1,Q9BW66-1
A0A0C4DGE8,Q9BQQ3-1
P14678-2,Q3LI70
P41134-1,Q99081-3
P19237,Q2NKX9-1
Q8IU89,Q8N138-1
Q9HC98-1,Q9UKT9-1
P86480,P86481
O43765,Q5BVD1-1
Q5T754,Q99750
A1L168,Q68D86-1
B4DUJ5,P24592
O75031-1,Q8N3J5-1
Q5T655,Q9BYV9
P21579,Q8TBM7-1
P86496,Q9NRA8-1
P50222,Q6EMK4
O95833,Q8IZP1-1
P81534,Q9NUH8-1
Q7Z3S9-1,Q9NWS9-2
Q96EC8-1,Q9UHI5-1
P43356,Q9BXY8-1
Q05086-2,Q92570-1
A0A0J9YW04,Q6ZUT1-3
P05783,Q9P2K3-2
Q15125,Q96IV6-1
Q6ZNH5,Q9UJV3-2
Q99719-1,Q9NVA2-1
P09067,Q9GZV8
O43741-1,Q9NWW7
Q86YW7,Q8WWF3
Q95460-2,Q969F0
Q9NUH8-1,Q9Y3D6
A0A087WTN8,J3KNI1
P02647,Q96DZ9-2
Q8NET5,Q969L2
Q14973,Q9NTJ5-1
Q9BQI0-4,Q9UBR4-2
A0A0D9SFF3,A0A0D9SFF3
Q06455-4,Q9BRR9-2
O43593-1,P10745
P43358,Q99757
Q8IUC2,Q96LX7-5
P27658,P78381-3
O15287,Q8N7U7-1
O75367-1,Q8N9Q2
Q12951-2,Q96M29
Q6ZS10-1,Q96FA3
Q5JX71,Q9Y3D6
Q07627,Q86WX3
P25788-1,Q86UY5-1
J3KNI1,P25786-1
Q3V5L5-5,Q9NYG5-2
O95214-1,Q8WWF3
A8MV65-2,P78337
Q86YD7,Q93045-1
Q6NX45,Q9H257-2
P24592,P26371
C9JQV3,P50222
Q05940-1,Q8TDV0
P0DP25,P59817
Q8IYS1,Q9Y5P4-2
P59991,Q3LHN2
O14863,Q9NWW5-1
Q8WV44-1,Q96Q35-2
Q6ZNG0-1,Q9UHB4-1
Q8IUG1,Q969P0-1
Q9P2K6,Q9UJW9
Q3KNW5,Q86T03-1
A0A087WXA6,O75971-2
Q13351,Q92997-1
A7MD48,Q15287-1
P48775,Q9H8S9-1
O75420,P09012
Q8TD16-2,Q96MY7-2
O14787-2,P62826
Q5JR59-3,Q9H0A9-2
O60711-1,P18206-2
P48745,Q9BWW8
O15060,P61956-1
B0QYN7,O60844
Q08117-2,Q9UJX0-2
O43167-1,O94972-1
P42892-1,P60410
O14737-1,Q9NRD5-1
O43167-1,P32320
Q5GAN6-1,Q6IN84-1
P0DPK4,Q5T749
Q8TDT2,Q9Y5Y5-1
Q13520,Q96BZ9-1
O76064-1,P20618
J3KNI5,Q6QNY1-2
Q8N3T1,Q8TBE3
B8A4K4,P05107
P20393,P48775
O00560-1,Q8IXB3
Q9BYD5,Q9NQB0-6
Q8NEW7,Q8TEB9-1
P63165-1,Q12933-1
Q96QA6,Q9H788-1
A0A0J9YW04,P14373-1
P41227-1,Q5H9L4-1
P50222,Q9UMX1-1
Q8NHY3-1,Q96KQ4
P0DPK4,P29972-1
A6NI15,P24592
Q15428,Q7Z6J0-1
Q96RU7,Q9NUL5-4
Q9BZL1,Q9UL46
Q969J2,Q9P0L1-2
Q6L8H2,Q9NWN3
Q7Z3B4-1,Q969V4
P60410,Q9H2X0-1
Q63ZY3-1,Q86Y33-5
Q7Z7G2,Q96HH6-1
Q01453,Q15125
Q3SY00-1,Q9NQX0-3
Q5T7P3,Q5TCM9
Q9BYJ9-1,Q9ULV5-2
A0A0J9YW04,Q7Z698-1
A6NEM1-1,Q13415
Q5JST6-1,Q8IYH5-1
P46379-2,Q6E0U4-1
Q8IXI1-1,Q9NR31-1
Q8WX93-2,Q9NSC5-1
O75379-1,Q9GZY8-5
P17081,Q96HA8-1
P62979,Q8N3F0-1
A6NEM1-1,Q86UD4
P86480,Q3SXR2
Q8IUB9,Q96HB5-1
Q5JR59-3,Q9H7X3
O43559,Q01546
Q13520,Q8IY26
Q8N8B7-1,Q9H079
P48668,Q9BVG8-5
Q92608-1,Q9BWT7-1
P59991,Q8WWB5-1
P25208,P50222
P21506,Q9BWT7-1
P26196,Q13625-2
O75344-1,Q8N720-1
Q5T619,Q8N720-1
Q6H8Q1-3,Q93050-2
Q15020-1,Q6ZNG0-1
P17152,Q8WUJ1-1
P57738,Q96FZ5-1
Q8IY26,Q8WWF3
P48788-1,Q9NX04-1
O43482,Q8TCT0-1
P21673,Q5VUD6-1
Q6GQQ9-1,Q96LI6-1
P67775-1,Q16740
P26678,Q4KMG9-1
Q96II8-3,Q9NWS0-1
F8WBZ3,P57054-2
P24593,Q8NBJ4-1
P16144-2,Q3LI67
Q16543,Q969F0
P04440,P50222
Q16512-1,Q9BV99
P15884-3,Q9UDX3-2
P43628-1,Q9Y228-1
P57075-2,Q8TBB1-1
B8A4K4,Q8IUC2
P86496,Q8IYB5-2
P19397,Q9BZL3
P60370,Q5TA79
Q9NVV9-1,Q9UKM9-1
P45984-1,Q5JST6-1
P62487,Q68J44
Q8N661,Q9P0N8-1
Q5JVL4-1,Q6MZQ0-1
B2RXF5,P32242
P25786-1,P35609-1
Q96BZ8,Q96N21-1
P40692-1,Q9UDV6
P0CL80-1,Q9H8W4
O43586-1,Q15287-1
O75808-1,Q9UHD9
O43167-1,Q96EG3
P23142-4,Q02548-1
Q9H190-1,Q9NUJ3
P08034,Q5QGT7
Q9NX04-1,Q9NYA3
Q9UKG1,Q9UKG1
P98170,Q8N3J5-1
Q03692,Q96EQ0
Q8IVP9-1,Q9NWQ4-1
Q494U1-3,Q5TD97
Q8IYE0-1,Q9Y3L3-1
P35548,Q9NQB0-6
P20338,Q9H1K0-1
P98169,Q8N5A5-2
Q9UL15-1,Q9Y6D9-1
P01375,Q9BXK5-1
O95429-1,Q9NP73-4
O15496,Q8IUC1
Q8N9N5-2,Q9NQX0-3
O43169,Q5T0T0-1
Q3KNW5,Q6UX34
P36508-1,Q96P16-3
Q06455-4,Q96C01
Q6PKX4,Q9NVL1-2
Q6L8G8,Q9H257-2
O95197-3,Q8IWU4-2
Q8ND30-1,Q9ULV5-2
P23769-1,Q8IUC3
O15126-1,P43378
Q9BZL1,Q9Y247
P28799-1,Q5TA78
Q8WVI7-1,Q9Y5L0-2
Q5TA77,Q701N4
Q8TED1,Q9BU79
P30825,Q13520
O75525-1,Q9UK33
Q9UHE5,Q9Y320-1
O14735-1,P12318-2
P09693,Q96HH6-1
P50222,Q12982-1
P54646,Q9Y605
P55040,Q6NX45
Q6NYC8-1,Q8NHQ1-1
A8MW99,Q9UL33-1
Q3LI64,Q9NYG5-2
Q6VB84,Q99750
Q4LEZ3,Q7L2Z9
Q9H9D4,Q9Y2D8-1
Q14498-1,Q9NVV9-1
Q00994-1,Q00994-1
P48668,Q7Z3Z0
P26371,P59991
O43169,P43628-1
P60409,Q96EG3
P15884-3,Q9HC98-1
P43628-1,Q6PL45-2
Q6NZI2-1,Q8N0Z6
O43186,P35711-4
O43296,Q92997-1
O95678,Q96GM5-1
P25490,Q9BYR5
P18084,P60410
P58317,Q9NYW8-1
Q8N7P3,Q9NZD8-1
Q04864-2,Q9Y2X8
A8MV65-2,Q3LI76
O14633,Q9BYR9
O43439-4,Q9BVG8-5
Q14119,Q8IUC2
Q92997-1,Q9NQZ8
O43559,Q92764
P24593,Q9NWC5
P31274,Q6NVU6
Q14318-1,Q9GZR5
P50222,Q15973-3
Q14192-1,Q9BZQ8
O15552,P60201-2
A6NEM1-1,Q9UBU9-1
O75140-2,Q6W0C5
P60201-2,Q13323
P78382-1,Q8NC24
Q8IY57-5,Q9C086
Q8IY31-3,Q96HP4
Q7Z7G2,Q8NHS1
P57075-2,Q9NWF9-2
Q7Z6V5-2,Q96EQ0
P60329,Q8WWM7-9
O43609,Q5TCM9
Q5T754,Q9BYR6
A6NEM1-1,Q5T686
O95208-2,Q96B67
Q3LI72,Q9BXF9
P30825,Q9BV81
O43169,Q8N661
P19012-1,Q5W5X9-3
P50222,Q13698
Q14973,Q8IXB3
Q6PF04-1,Q99750
B8A4K4,Q3SY00-1
Q4LEZ3,Q9BZW7-1
Q13520,Q96MX0-1
Q8TAP4-1,Q9C0I3-2
Q9BXL8,Q9NX04-1
P50458,Q86U70-2
P50222,Q32MM7
Q0VAQ4,Q8IY26
A0PK00,Q8N5M9
O75771-1,Q9NRD5-1
Q8N8B7-1,Q9H257-2
Q9BYR5,Q9UGL9
P13807-1,Q5JST6-1
O14817,Q5T5A8
O95994,Q9UBH0
Q92993-1,Q96FV2-1
Q9BUG6-1,Q9UMS0-1
O15529,Q14802-1
P61968,Q16656-4
Q01196-8,Q15562-2
P02743,Q15699
O60437,Q96BW1-1
Q6A162,Q86XF7
Q3LI64,Q9BXF9
Q5T409,Q9BXS5-1
O76011,P48668
P24593,Q9HA82
A0A0B4J1R5,P01031
O43934-1,Q14802-1
O95983-2,Q5W5X9-3
Q08117-2,Q13077-1
Q8WXI4-2,Q9NQT4
Q96CA5-1,Q9UQB9-2
P11912-1,Q14656
Q7Z5P4-1,Q9NPL8
Q3LI67,Q6EMK4
Q6PI77,Q96HB5-1
O14503,Q86UY5-1
O15405-1,Q9BYQ0
Q14511-2,Q68G74-1
P22234-1,P22234-1
Q8WWY3-1,Q8WXK1
P26678,Q5JX71
Q8IVS8-1,Q9BRK4
B8A4K4,P32242
P58505-1,Q7Z3Y8
P15622-3,Q9UID6
Q8N5M9,Q96DZ9-2
P01031,P23276
Q8NC74,Q9H6Z9
O43763,P78424-1
